title,Author,genre,language,level,pictures
Baby Einstein - My First Library Board Book Block 12-Book Set - PI Kids (Baby Einstein (Board Books)),Editors of Phoenix International Publications,Einstein   Einstein,English,24,TRUE
Let's Go to the Potty!: A Potty Training Book for Toddlers,Allison Jandu,Toddlers   Training,English,74,TRUE
Spectrum Third Grade Math Workbook – Multiplication   Division   Fractions Mathematics With Examples   Tests   Answer Key for Homeschool or Classroom (160 pgs),Spectrum,Multiplication     Mathematics,English,8,TRUE
Olaf's Frozen Adventure Little Golden Book (Disney Frozen),Andrea Posner-Sanchez,Adventure   (Disney,English,90,TRUE
The Maze Runner Series Complete Collection Boxed Set (5-Book),James Dashner,Collection   Complete,English,960,FALSE
Pop-Up Peekaboo! Baby Animals,DK,Peekaboo!   Animals,English,19,TRUE
The Crossover (The Crossover Series),Kwame Alexander,Crossover   Crossover,English,460,TRUE
Listening with My Heart: A story of kindness and self-compassion,Gabi Garcia,self-compassion   Listening,English,116,TRUE
Little Helpers Toddler Cookbook: Healthy   Kid-Friendly Recipes to Cook Together,Heather Wish Staller,Kid-Friendly   Cookbook:,English,93,TRUE
School Zone - Get Ready for Kindergarten Workbook - Age 5 to 6   Alphabet   ABCs   Letters   Tracing   Printing   Numbers 0-20   Early Math   Shapes   Patterns   Comparing   and More,School Zone,Kindergarten   Comparing  ,English,10,TRUE
Owl Diaries   Books 1-5: A Branches Box Set,Rebecca Elliott,Branches   Diaries  ,English,85,TRUE
Blank Comic Book: 120 pages   7 panel   Silver cover   White Paper   Draw your own Comics,B Bern,Comics   pages  ,English,31,TRUE
How to Draw: Easy Techniques and Step-by-Step Drawings for Kids,Aaria Baid,Step-by-Step   Techniques,English,198,TRUE
You Are Special (Volume 1) (Max Lucado's Wemmicks   1),Max Lucado,Wemmicks     Lucado's,English,164,TRUE
Christmas Parade,Sandra Boynton,Christmas   Parade,English,114,TRUE
Sketchbook: Best blank white pages with paint art multicolor cover for painting   drawing   writing   sketching and doodling   wide papers 8.5 x 11   120 ... children   kids   boyfriend and girlfriend,albert weatherford,Sketchbook:   multicolor,English,8,TRUE
The Bad Guys in Superbad (The Bad Guys #8) (8),Aaron Blabey,Superbad   Guys,English,672,FALSE
Where Do Diggers Sleep at Night? (Where Do...Series),Brianna Caplan Sayres,Do...Series)   Diggers,English,198,TRUE
365 cuentos y rimas para la hora de dormir/ 365 Tales and Rhymes for Bedtime (Spanish Edition),Cottage Door Press,Edition)   (Spanish,Spanish,356,TRUE
FORTNITE (Official): How to Draw (Official Fortnite Books),Epic Games,(Official):   (Official,English,990,FALSE
Iggy Peck   Architect (The Questioneers),Andrea Beaty,Questioneers)   Architect,English,70,TRUE
Grumpy Groundhog,Maureen Wright,Groundhog   Grumpy,English,93,TRUE
Adventure Girls!: Crafts and Activities for Curious   Creative   Courageous Girls,Nicole Duggan,Courageous   Activities,English,54,TRUE
Karen's Roller Skates (Baby-sitters Little Sister Graphic Novel #2): A Graphix Book (Baby-Sitters Little Sister Graphix),Ann M. Martin,(Baby-Sitters   (Baby-sitters,English,602,TRUE
The Very Hungry Caterpillar Board Book and Plush (Book&Toy),Eric Carle,Caterpillar   (Book&Toy),English,0,TRUE
I'm NOT just a Scribble...,Diane Alber,Scribble...   just,English,54,TRUE
The Cool Bean,Jory John,Bean   Cool,English,332,TRUE
The Wild Robot Escapes (The Wild Robot   2),Peter Brown,Escapes   Robot  ,English,352,TRUE
Dragons Love Tacos Book and Toy Set,Adam Rubin,Dragons   Tacos,English,276,TRUE
Peppa Pig - Sing with Peppa! Microphone Toy and Look and Find Sound Activity Book Set - PI Kids,Kathy Broderick,Microphone   Activity,English,0,TRUE
Silly Jokes for Silly Kids. Children's joke book age 5-12,Silly Willy,Children's   Silly,English,616,TRUE
I AM...: Positive Affirmations for Brown Boys,Ayesha Rodriguez,Affirmations   Positive,English,165,TRUE
Merriam-Webster Webster’s Spanish-English Dictionary for Students   Second Edition (English and Spanish Edition),Merriam-Webster,Spanish-English   Merriam-Webster,Spanish,30,TRUE
First 100 Words Bilingual: Primeras 100 palabras - Spanish-English Bilingual (Spanish Edition),Roger Priddy,Spanish-English   Bilingual:,Spanish,26,TRUE
Dog Ate My Mad Libs,Mad Libs,Libs   Dog,English,632,TRUE
The Wonky Donkey: A Board Book,Craig Smith,Donkey:   Wonky,English,0,TRUE
Tales of a Fourth Grade Nothing,Judy Blume,Nothing   Fourth,English,480,TRUE
The To All the Boys I've Loved Before Paperback Collection: To All the Boys I've Loved Before; P.S. I Still Love You; Always and Forever   Lara Jean,Jenny Han,Collection:   Paperback,English,1164,FALSE
Strega Nona,Tomie dePaola,Strega   Nona,English,336,TRUE
Blades of Freedom (Nathan Hale’s Hazardous Tales #10): A Louisiana Purchase Tale,Nathan Hale,Louisiana   Hazardous,English,328,TRUE
How to Babysit a Grandma,Jean Reagan,Grandma   Babysit,English,85,TRUE
Have You Filled a Bucket Today?: A Guide to Daily Happiness for Kids (Bucketfilling Books),Carol McCloud,(Bucketfilling   Happiness,English,376,TRUE
You Matter,Christian Robinson,Matter   You,English,92,TRUE
Curious George Classic Collection,H. A. Rey,Collection   Curious,English,208,TRUE
I Survived The California Wildfires   2018 (I Survived #20) (20),Lauren Tarshis,Wildfires     California,English,49,TRUE
Gratitude Journal: A Journal Filled With Favorite Bible Verses (KJV),Brenda Nathan,Gratitude   Journal:,English,59,TRUE
Marvel Spider-Man Look and Find Activity Book - PI Kids,Editors of Phoenix International Publications,Spider-Man   Activity,English,264,TRUE
Princeton Review AP Chemistry Premium Prep   2021: 7 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation),The Princeton Review,Preparation)   Strategies,English,3,TRUE
The Undefeated (Caldecott Medal Book),Kwame Alexander,(Caldecott   Undefeated,English,102,TRUE
The Memory Box: A Book About Grief,Joanna Rowland,Memory   About,English,188,TRUE
F is for FART: A rhyming ABC children's book about farting animals,J. Heitsch,children's   rhyming,English,216,TRUE
The Mysterious Benedict Society Paperback Boxed Set,Trenton Lee Stewart,Mysterious   Paperback,English,488,TRUE
The City of Ember (The City of Ember Book 1),Jeanne DuPrau,Ember   Ember,English,368,TRUE
Hop on Pop (I Can Read It All By Myself),Dr. Seuss,Myself)   Read,English,294,TRUE
PJ Masks - I'm Ready To Read with Catboy Sound Book - PI Kids (Play-A-Sound),Editors of Phoenix International Publications,(Play-A-Sound)   Catboy,English,288,TRUE
Mae Among the Stars,Roda Ahmed,Stars   Among,English,300,TRUE
It's a Busload of Pigeon Books! (NEW ISBN),Mo Willems,Busload   Pigeon,English,237,TRUE
Everything You Need to Ace Computer Science and Coding in One Big Fat Notebook: The Complete Middle School Study Guide (Big Fat Notebooks),Workman Publishing,Notebooks)   Everything,English,99,TRUE
Perfectly Logical!: Challenging Fun Brain Teasers and Logic Puzzles for Smart Kids,Jenn Larson,Challenging   Perfectly,English,136,TRUE
I Broke My Butt! The Cheeky Sequel to the International Bestseller I Need a New Butt!,Dawn McMillan,International   Bestseller,English,540,TRUE
Five Nights at Freddy's Collection,Scott Cawthon,Collection   Freddy's,English,1140,FALSE
Sweet Child o' Mine,Guns N' Roses,Child   Sweet,English,55,TRUE
The Color Monster: A Pop-Up Book of Feelings,Anna Llenas,Feelings   Monster:,English,27,TRUE
The Ultimate Toddler Activity Guide: Fun & educational activities to do with your toddler (Early Learning),Mrs. Autumn McKay,educational   activities,English,3,TRUE
National Geographic Kids Why?: Over 1  111 Answers to Everything,Crispin Boyer,Everything   Geographic,English,440,TRUE
School Zone - Alphabet Fun Flash Cards - Ages 4 to 6   Preschool to Kindergarten   ABCs   Uppercase and Lowercase Letters   Spelling   and More,School Zone,Kindergarten     Preschool,English,345,TRUE
Hush Little Baby: (Baby Board Books   Baby Books First Year   Board Books for Babies),Sylvia Long,Babies)   Little,English,0,TRUE
Bedtime Favorites (Storybook Collection),Disney Books,Collection)   (Storybook,English,144,TRUE
Don't Let the Pigeon Stay Up Late!,Mo Willems,Pigeon   Don't,English,129,TRUE
5-Minute Spider-Man Stories (5-Minute Stories),Marvel Press Book Group,Spider-Man   (5-Minute,English,534,TRUE
ABCs of Kindness (Highlights Books of Kindness),Ekaterina Trukhan,(Highlights   Kindness),English,102,TRUE
Kids Coloring Books Animal Coloring Book: For Kids Aged 3-8,The Future Teacher Foundation,Coloring   Coloring,English,475,TRUE
Scholastic Guided Science Readers Set   Level E-F (Guided Science Readers Parent Pack),Liza Charlesworth,Scholastic   Science,English,80,TRUE
We're Going on a Bear Hunt (Classic Board Books),Michael Rosen,(Classic   Books),English,130,TRUE
Fashion Coloring Book For Girls: Over 300 Fun Coloring Pages For Girls and Kids With Gorgeous Beauty Fashion Style & Other Cute Designs,Love Rain Publishing,Gorgeous   Coloring,English,256,TRUE
SAT Premium Study Guide with 7 Practice Tests (Barron's Test Prep),Sharon Weiner Green M.A.,(Barron's   Practice,English,5,TRUE
If You Give a Moose a Muffin,Laura Numeroff,Muffin   Moose,English,308,TRUE
Bunheads,Misty Copeland,Bunheads,English,65,TRUE
5-Minute Winnie the Pooh Stories (5-Minute Stories),Disney Books,(5-Minute   5-Minute,English,258,TRUE
Learn To Draw Animals! (Easy Step-by-Step Drawing Guide) (Young Artist),Peter Pauper Press,Step-by-Step   Animals!,English,116,TRUE
The Snowy Nap,Jan Brett,Snowy   The,English,348,TRUE
Mixed: A Colorful Story,Arree Chung,Colorful   Mixed:,English,28,TRUE
One Crazy Summer,Rita Williams-Garcia,Summer   Crazy,English,488,TRUE
She Persisted: 13 American Women Who Changed the World,Chelsea Clinton,Persisted:   American,English,144,TRUE
D'Aulaires' Book of Greek Myths,Ingri d'Aulaire,D'Aulaires'   Greek,English,600,TRUE
Happy Valentine's Day   Curious George,N. Di Angelo,Valentine's   Curious,English,132,TRUE
The Magic of Manifesting: 15 Advanced Techniques To Attract Your Best Life   Even If You Think It's Impossible Now,Ryuu Shinohara,Manifesting:   Techniques,English,88,TRUE
Have You Thanked an Inventor Today?,Patrice McLaurin,Inventor   Thanked,English,115,TRUE
Diary of a Wimpy Kid: The Ugly Truth / Cabin Fever / The Third Wheel / Hard Luck   No. 5-8,Jeff Kinney,Luck     Diary,English,416,TRUE
I Want My Hat Back,Jon Klassen,Back   Want,English,28,TRUE
There Was a Cold Lady Who Swallowed Some Snow!,Lucille Colandro,Swallowed   There,English,36,TRUE
Mockingjay: The Hunger Games   Book 3,Suzanne Collins,Mockingjay:   Hunger,English,828,FALSE
Diary of a Minecraft Zombie Book 2: Bullies and Buddies (Volume 2),Zack Zombie,Minecraft   Bullies,English,675,FALSE
I Wish You More (Encouragement Gifts for Kids   Uplifting Books for Graduation),Amy Krouse Rosenthal,(Encouragement   Graduation),English,435,TRUE
The Goblin Princess: A Branches Book (Unicorn Diaries #4) (4),Rebecca Elliott,Princess:   Branches,English,35,TRUE
Richard Scarry's Best Word Book Ever (Giant Golden Book),Richard Scarry,Scarry's   Richard,English,120,TRUE
Avatar: The Last Airbender - The Rift,Gene Luen Yang,Airbender   Avatar:,English,144,TRUE
Rodrick Rules (Diary of a Wimpy Kid #2),Jeff Kinney,Rodrick   (Diary,English,40,TRUE
Chess for Kids,Michael Basman,Chess   Kids,English,736,FALSE
Kid's Awesome Activity Wall Calendar 2021,Mike Lowery,Calendar   Activity,English,0,TRUE
Where the Mountain Meets the Moon (Pefection Learning),HOUGHTON MIFFLIN HARCOURT,(Pefection   Learning),English,152,TRUE
Bear Snores On (The Bear Books),Karma Wilson,Books)   Snores,English,14,TRUE
Marc's Mission: Way of the Warrior Kid (A Novel) (Way of the Warrior Kid   2),Jocko Willink,Mission:   Warrior,English,592,TRUE
The Light in Hidden Places,Sharon Cameron,Places   Hidden,English,336,TRUE
Families Belong,Dan Saks,Families   Belong,English,0,TRUE
Pete the Cat and His Four Groovy Buttons,James Dean,Buttons   Groovy,English,60,TRUE
Way of the Warrior Kid 4 Field Manual - Top 2020 Holiday Release!,Jocko Willink,Release!   Warrior,English,62,TRUE
Wild Symphony,Dan Brown,Symphony   Wild,English,219,TRUE
Amelia Bedelia I Can Read Box Set #1: Amelia Bedelia Hit the Books (I Can Read Level 2),Peggy Parish,Bedelia   Bedelia,English,76,TRUE
A Little SPOT of Life Skills Box Set (8 Books: Courage   Perseverance   Teamwork   Talent   Thankful   Optimism   Creativity   & Giving),Diane Alber,Perseverance     Creativity  ,English,320,TRUE
When I Pray for You,Matthew Paul Turner,Pray   When,English,297,TRUE
Peppa's Valentine's Day (Peppa Pig),Courtney Carbone,Valentine's   Peppa's,English,171,TRUE
Life and Death: Twilight Reimagined,Stephenie Meyer,Reimagined   Twilight,English,72,TRUE
Champion of the Titan Games (Dragonwatch),Brandon Mull,(Dragonwatch)   Champion,English,288,TRUE
Julián Is a Mermaid,Jessica Love,Mermaid   Julián,English,340,TRUE
Tiny T. Rex and the Perfect Valentine,Jonathan Stutzman,Valentine   Perfect,English,110,TRUE
Duck and Hippo The Secret Valentine,Jonathan London,Valentine   Secret,English,249,TRUE
Dinosaur Dance! (Sandra Boynton Board Books),Sandra Boynton,Dinosaur   (Sandra,English,69,TRUE
Lies Girls Believe: And the Truth that Sets Them Free (Lies We Believe),Dannah Gresh,Believe)   Believe:,English,632,TRUE
Serena Valentino's Villains Box Set: Books 1-3,Serena Valentino,Valentino's   Villains,English,360,TRUE
History Year by Year: The History of the World   from the Stone Age to the Digital Age,DK,Digital   History,English,855,FALSE
Where Is Baby's Valentine?: A Lift-the-Flap Book,Karen Katz,Lift-the-Flap   Valentine?:,English,26,TRUE
Peppa in Space (Peppa Pig),Eone,(Peppa   Peppa,English,51,TRUE
Valentine's Chunky Lift-a-Flap Board Book (Babies Love),Holly Berry-Byrd,Lift-a-Flap   Valentine's,English,0,TRUE
Owl Moon,Jane Yolen,Moon   Owl,English,198,TRUE
Coraline,Neil Gaiman,Coraline,English,208,TRUE
Star Wars Character Encyclopedia   New Edition,DK,Encyclopedia     Character,English,288,TRUE
Pajama Time! (Boynton on Board),Sandra Boynton,(Boynton   Pajama,English,0,TRUE
Ultimate Puzzle Challenge! (Highlights Jumbo Books & Pads),Highlights,(Highlights   Challenge!,English,536,TRUE
Spectrum Fourth Grade Math Workbook – Multiplication   Division   Fractions   Decimals Mathematics With Examples   Tests   Answer Key for Homeschool or Classroom (160 pgs),Spectrum,Multiplication     Mathematics,English,297,TRUE
Brain Quest Workbook: Grade 6,Persephone Walker,Workbook:   Brain,English,704,FALSE
Cloudy With a Chance of Meatballs,Judi Barrett,Meatballs   Cloudy,English,108,TRUE
Disney Frozen 2 - I'm Ready to Read with Olaf and Friends - PI Kids (Play-A-Sound),Editors of Phoenix International Publications,(Play-A-Sound)   Friends,English,174,TRUE
Growth Mindset Workbook for Kids: 55 Fun Activities to Think Creatively   Solve Problems   and Love Learning,Peyton Curley,Creatively     Activities,English,640,TRUE
Flora and Ulysses: The Illuminated Adventures,Kate DiCamillo,Illuminated   Adventures,English,584,TRUE
The Last Kids on Earth and the Zombie Parade,Max Brallier,Parade   Zombie,English,48,TRUE
A is for Apple (Smart Kids Trace-And-Flip),Georgie Birkett,Trace-And-Flip)   (Smart,English,102,TRUE
One Question a Day for Kids: A Three-Year Journal: Create Your Own Personal Time Capsule,Aimee Chase,Three-Year   Question,English,90,TRUE
My First Book of Patterns Pencil Control: Practice Patterns (Pattern Writing),Wonder House Books,Writing)   Patterns,English,19,TRUE
Carson Dellosa Complete Book of Spanish Workbook for Kids—Grades 1-3 Alphabet   Numbers   Colors   Parts of Speech   Expressions   Days and Months   Sight Words Practice (416 pgs),Thinking Kids,Kids—Grades   Expressions  ,Spanish,468,TRUE
The Gruffalo's Child,Julia Donaldson,Gruffalo's   Child,English,243,TRUE
Llama Llama's Little Library,Anna Dewdney,Library   Llama's,English,375,TRUE
Falling Up,Shel Silverstein,Falling   Up,English,336,TRUE
Beautiful Oops!,Barney Saltzberg,Beautiful   Oops!,English,18,TRUE
Who: Peek-a-Flap Board Book,Jaye Garnett,Peek-a-Flap   Board,English,0,TRUE
Make Way for Ducklings,Robert McCloskey,Ducklings   Make,English,192,TRUE
The Tale of Despereaux: Being the Story of a Mouse   a Princess   Some Soup   and a Spool of Thread,Kate DiCamillo,Despereaux:   Princess  ,English,595,TRUE
A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,Soldier   Memoirs,English,29,TRUE
Every Last Word,Tamara Ireland Stone,Every   Last,English,1056,FALSE
My Weird School Daze 12-Book Box Set: Books 1-12,Dan Gutman,12-Book   School,English,252,TRUE
Love Makes a Family,Sophie Beer,Family   Makes,English,0,TRUE
Dinosaur Color By Numbers: Coloring Book for Kids Ages 4-8,Activity Wizo,Coloring   Dinosaur,English,210,TRUE
Junie B. Jones Complete First Grade Collection Box set,Barbara Park,Collection   Complete,English,138,TRUE
Diary of a Wimpy Kid Box of Books 1-4 Revised,Jeff Kinney,Revised   Diary,English,648,TRUE
Nickelodeon Paw Patrol Chase   Skye   Marshall   and More! - Little Look and Find Activity Book - PI Kids,Phoenix International Publications,Nickelodeon   Marshall  ,English,152,TRUE
Maps,Daniel Mizielinski,Maps,English,0,TRUE
School Zone - Division 0-12 Flash Cards - Ages 9 and Up   3rd Grade   4th Grade   Math Equations   Division Practice   Dividends   Numbers 0-12   and More,School Zone,Dividends     Equations  ,English,531,TRUE
Mindfulness Workbook for Kids: 60+ Activities to Focus   Stay Calm   and Make Good Choices,Hannah Sherman LCSW,Mindfulness   Activities,English,488,TRUE
Auntie Loves You!,Helen Foster James,Auntie   Loves,English,124,TRUE
Three Keys (A Front Desk Novel),Kelly Yang,Novel)   Three,English,376,TRUE
I Dissent: Ruth Bader Ginsburg Makes Her Mark,Debbie Levy,Ginsburg   Dissent:,English,136,TRUE
The Ellises & The Time Machine: Why Do We Have to Say Black Lives Matter?,Devale Ellis,Matter?   Machine:,English,5,TRUE
The Adventures of Tom Sawyer + The Adventures of Huckleberry Finn: The Adventures of Tom Sawyer + Adventures of Huckleberry Finn + Tom Sawyer Abroad + Tom Sawyer   Detective,Mark Twain,Huckleberry   Huckleberry,English,315,TRUE
The Sun Is Also a Star,Nicola Yoon,Star   Also,English,1068,FALSE
The Sea of Monsters: Percy Jackson and the Olympians   Book 2,Rick Riordan,Olympians     Monsters:,English,370,TRUE
Mix It Up (Interactive Books for Toddlers   Learning Colors for Toddlers   Preschool and Kindergarten Reading Books),Herve Tullet,Kindergarten   (Interactive,English,27,TRUE
Stink: The Super-Incredible Collection: Books 1-3,Megan McDonald,Super-Incredible   Collection:,English,60,TRUE
School Zone - Preschool Scholar Workbook - 64 Pages   Ages 3 to 5   Preschool to Kindergarten   Reading Readiness   Early Math   Science   ABCs   Writing   and More (Deluxe Edition 64-Page),School Zone,Kindergarten     Readiness  ,English,465,TRUE
The Six of Crows Duology Boxed Set: Six of Crows and Crooked Kingdom,Leigh Bardugo,Kingdom   Duology,English,852,FALSE
The Ugly Truth (Diary of a Wimpy Kid #5),Jeff Kinney,(Diary   Truth,English,704,FALSE
Dear Boy  : A Celebration of Cool   Clever   Compassionate You!,Paris Rosenthal,Compassionate   Celebration,English,372,TRUE
Splat the Cat: I Scream for Ice Cream (I Can Read Level 1),Rob Scotton,Scream   Splat,English,64,TRUE
Who Was Ruth Bader Ginsburg?,Patricia Brennan Demuth,Ginsburg?   Bader,English,68,TRUE
Construction Site Mission: Demolition!,Sherri Duskey Rinker,Construction   Demolition!,English,86,TRUE
The Period Book: A Girl's Guide to Growing Up,Karen Gravelle,Growing   Period,English,72,TRUE
Brain Quest Kindergarten   Revised 4th Edition: 300 Questions and Answers to Get a Smart Start (Brain Quest Decks),Chris Welles Feder,Kindergarten     Questions,English,190,TRUE
Summer of the Woods (Virginia Mysteries),Steven K. Smith,Mysteries)   (Virginia,English,520,TRUE
The Day the Crayons Came Home,Drew Daywalt,Crayons   Came,English,410,TRUE
The BFG,Roald Dahl,BFG   The,English,320,TRUE
The Times Machine!: Learn Multiplication and Division. . . Like   Yesterday! (McKellar Math),Danica McKellar,Multiplication   Yesterday!,English,364,TRUE
My Encyclopedia of Very Important Dinosaurs: Discover more than 80 Prehistoric Creatures (My Very Important Encyclopedias),DK,Encyclopedias)   Encyclopedia,English,455,TRUE
Bunny Call (Five Nights at Freddy's: Fazbear Frights #5) (5),Scott Cawthon,Freddy's:   Fazbear,English,1140,FALSE
50 First Words Flashcards: Scholastic Early Learners (Flashcards),Scholastic,(Flashcards)   Flashcards:,English,285,TRUE
The Runaway Bunny,Margaret Wise Brown,Runaway   Bunny,English,0,TRUE
Who Was Kobe Bryant? (Who HQ NOW),Ellen Labrecque,Bryant?   Kobe,English,56,TRUE
The Kissing Hand (The Kissing Hand Series),Audrey Penn,Series)   Kissing,English,48,TRUE
I Love You   Daddy,Parragon Books,Daddy   Love,English,6,TRUE
My Mouth Is A Volcano,Julia Cook,Volcano   Mouth,English,490,TRUE
The Silver Arrow,Lev Grossman,Silver   Arrow,English,344,TRUE
Why a Daughter Needs a Dad,Susanna Leonard Hill,Daughter   Needs,English,12,TRUE
Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,Frisby   Mrs.,English,256,TRUE
God Made All of Me: A Book to Help Children Protect Their Bodies,Justin S. Holcomb,Children   Protect,English,86,TRUE
The Boy with Big   Big Feelings,Britney Winn Lee,Feelings   with,English,124,TRUE
Avatar: The Last Airbender--The Search Omnibus,Gene Luen Yang,Airbender--The   Avatar:,English,256,TRUE
Snowflake Bentley,Jacqueline Briggs Martin,Snowflake   Bentley,English,396,TRUE
Stellaluna 25th Anniversary Edition,Janell Cannon,Anniversary   Stellaluna,English,344,TRUE
My Magical Preschool Workbook: Letter Tracing | Coloring for Kids Ages 3 + | Lines and Shapes Pen Control | Toddler Learning Activities | Pre K to Kindergarten (Preschool Workbooks),Modern Kid Press,Kindergarten   Activities,English,0,TRUE
Knuffle Bunny: A Cautionary Tale,Mo Willems,Cautionary   Knuffle,English,171,TRUE
Among the Hidden (Shadow Children #1),Margaret Peterson Haddix,Children   (Shadow,English,152,TRUE
Finance 101 for Kids: Money Lessons Children Cannot Afford to Miss,Walter Andal,Children   Finance,English,624,TRUE
We Don't Eat Our Classmates,Ryan T. Higgins,Classmates   Don't,English,207,TRUE
Warriors: A Vision of Shadows Box Set: Volumes 1 to 6,Erin Hunter,Warriors:   Shadows,English,696,FALSE
Train Your Angry Dragon: A Cute Children Story To Teach Kids About Emotions and Anger Management (My Dragon Books),Steve Herman,Management   Children,English,240,TRUE
The Print Handwriting Workbook for Kids: Laugh   Learn   and Practice Print with Jokes and Riddles,Crystal Radke,Handwriting   Workbook,English,300,TRUE
The Chocolate Touch,Patrick Skene Catling,Chocolate   Touch,English,440,TRUE
First 100 Stickers: Trucks and Things That Go: Sticker book,Roger Priddy,Stickers:   Sticker,English,48,TRUE
The Long Haul (Diary of a Wimpy Kid #9),Jeff Kinney,(Diary   Wimpy,English,512,TRUE
Exploring the White House: Inside America's Most Famous Home,Kate Andersen Brower,America's   Exploring,English,720,FALSE
Be Kind (Be Kind   1),Pat Zietlow Miller,Kind     Kind,English,57,TRUE
Sewing School ®: 21 Sewing Projects Kids Will Love to Make,Andria Lisle,Projects   Sewing,English,150,TRUE
A Little SPOT of Anxiety: A Story About Calming Your Worries,Diane Alber,Anxiety:   Calming,English,156,TRUE
Qué cosas dice mi abuela (The Things My Grandmother Says): (Spanish language edition of The Things My Grandmother Says) (Spanish Edition),Ana Galán,Grandmother   Grandmother,Spanish,336,TRUE
Click   Clack   Good Night (A Click Clack Book),Betsy Lewin,Clack     Click  ,English,184,TRUE
Avatar: The Last Airbender--The Promise Omnibus,Michael Dante DiMartino,Airbender--The   Avatar:,English,504,TRUE
Minecraft Woodsword Chronicles Box Set Books 1-4 (Minecraft) (A Stepping Stone Book(TM)),Nick Eliopulos,(Minecraft)   Chronicles,English,138,TRUE
Avatar: The Last Airbender--Smoke and Shadow Library Edition,Michael Dante DiMartino,Airbender--Smoke   Avatar:,English,88,TRUE
Triceratops (StoryBots) (Step into Reading),Storybots,(StoryBots)   Triceratops,English,0,TRUE
Once There Was a Boy... Boxed Set,Oliver Jeffers,Boy...   There,English,220,TRUE
Fancy Nancy and the Quest for the Unicorn: Includes Over 30 Stickers!,Jane O'Connor,Stickers!   Unicorn:,English,328,TRUE
Pop-up Peekaboo: Under the Sea,DK,Peekaboo:   Pop-up,English,17,TRUE
My First Cookbook: Fun recipes to cook together . . . with as much mixing   rolling   scrunching   and squishing as possible! (America's Test Kitchen Kids),America's Test Kitchen,scrunching     (America's,English,485,TRUE
Brain Quest 1st Grade Q&A Cards: 750 Questions and Answers to Challenge the Mind. Curriculum-based! Teacher-approved! (Brain Quest Decks),Chris Welles Feder,Teacher-approved!   Curriculum-based!,English,564,TRUE
The Story of Snow: The Science of Winter's Wonder (Weather Books for Kids   Winter Children's Books   Science Kids Books),Mark Cassino,Children's   Winter's,English,245,TRUE
Welcome Little One: A Sweet Keepsake Board Book for Newborns (Baby Gift),Sandra Magsamen,Newborns   Keepsake,English,50,TRUE
Fetch (Five Nights at Freddy’s: Fazbear Frights #2),Scott Cawthon,Freddy’s:   Fazbear,English,204,TRUE
I Prayed for You,Jean Fischer,Prayed   for,English,0,TRUE
Princeton Review AP English Language & Composition Premium Prep   2021: 7 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation),The Princeton Review,Preparation)   Composition,English,49,TRUE
Llama Llama Red Pajama Book and Plush,Anna Dewdney,Pajama   Llama,English,126,TRUE
Indestructibles: Baby   Let's Eat!: Chew Proof · Rip Proof · Nontoxic · 100% Washable (Book for Babies   Newborn Books   Safe to Chew),Stephan Lomp,Indestructibles:   Nontoxic,English,0,TRUE
My First I Can Draw,Thomas Nelson,First   Draw,English,150,TRUE
Tyrannosaurus Rex (StoryBots) (Step into Reading),Storybots,Tyrannosaurus   (StoryBots),English,272,TRUE
Kindergarten Math Activity Workbook: For Kindergarten and Preschool Kids Learning The Numbers And Basic Math. Tracing Practice Book. | Ages 3-5 (Kindergarten Math Workbook),George McMath,(Kindergarten   Kindergarten,English,1,TRUE
Up the Creek!,Kevin Miller,Creek!   the,English,576,TRUE
Ricky   the Rock That Couldn't Roll (You Rock Group),Mr. Jay,Couldn't   Ricky  ,English,126,TRUE
The Smartest Kid in the Universe,Chris Grabenstein,Universe   Smartest,English,416,TRUE
Enchanted Forest: An Inky Quest and Coloring book (Activity Books   Mindfulness and Meditation   Illustrated Floral Prints),Johanna Basford,Illustrated   Mindfulness,English,592,TRUE
The Third Wheel (Diary of a Wimpy Kid #7),Jeff Kinney,(Diary   Third,English,224,TRUE
Walk Two Moons,Sharon Creech,Moons   Walk,English,688,FALSE
The Three Little Pigs Los Tres Cerditos Bilingual Storybook—Classic Children's Books With Illustrations for Young Readers   Keepsake Stories Collection (32 pgs),Patricia Seibert,Storybook—Classic   Illustrations,English,112,TRUE
The Baby-Sitters Club Retro Set,Ann M. Martin,Baby-Sitters   Retro,English,584,TRUE
The Princess and the Pea (Penguin Bedtime Classics),Hans Christian Andersen,Classics)   Princess,English,0,TRUE
We Poop on the Potty! (Mom's Choice Awards Gold Award Recipient - Book & Downloadable App!) (Early Learning),Little Grasshopper Books,Downloadable   Recipient,English,20,TRUE
Llama Llama Time to Share,Anna Dewdney,Share   Llama,English,16,TRUE
Frindle,Andrew Clements,Frindle,English,104,TRUE
Dasher: How a Brave Little Doe Changed Christmas Forever,Matt Tavares,Christmas   Dasher:,English,196,TRUE
Dragons Love Tacos 2: The Sequel,Adam Rubin,Dragons   Sequel,English,96,TRUE
Freak the Mighty (Scholastic Gold),Rodman Philbrick,(Scholastic   Mighty,English,702,FALSE
Mistakes That Worked: 40 Familiar Inventions & How They Came to Be,Charlotte Foltz Jones,Inventions   Mistakes,English,368,TRUE
